交易所,行业代码,股票代码,公司简称,新版一级行业,新版二级行业,新版三级行业
A股,620402,603637.SH,镇海股份,建筑装饰,专业工程,化学工程
A股,620402,605167.SH,利柏特,建筑装饰,专业工程,化学工程
A股,620404,601618.SH,中国中冶,建筑装饰,专业工程,其他专业工程
A股,620404,601068.SH,中铝国际,建筑装饰,专业工程,其他专业工程
A股,620404,603979.SH,金诚信,建筑装饰,专业工程,其他专业工程
A股,620404,300712.SZ,永福股份,建筑装饰,专业工程,其他专业工程
A股,620404,002542.SZ,中化岩土,建筑装饰,专业工程,其他专业工程
A股,620404,601226.SH,华电重工,建筑装饰,专业工程,其他专业工程
A股,620404,003001.SZ,中岩大地,建筑装饰,专业工程,其他专业工程
A股,620404,002116.SZ,中国海诚,建筑装饰,专业工程,其他专业工程
A股,620404,300117.SZ,嘉寓股份,建筑装饰,专业工程,其他专业工程
A股,620404,603929.SH,亚翔集成,建筑装饰,专业工程,其他专业工程
A股,620404,605289.SH,罗曼股份,建筑装饰,专业工程,其他专业工程
A股,620201,002081.SZ,金螳螂,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,603466.SH,风语筑,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002375.SZ,亚厦股份,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,601886.SH,江河集团,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002989.SZ,中天精装,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,603081.SH,大丰实业,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002047.SZ,宝鹰股份,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002822.SZ,中装建设,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002482.SZ,广田集团,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,605178.SH,时空科技,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,300506.SZ,名家汇,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,600193.SH,创兴资源,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002325.SZ,洪涛股份,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,300592.SZ,华凯创意,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002713.SZ,东易日盛,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,603828.SH,柯利达,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,603030.SH,全筑股份,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002963.SZ,豪尔赛,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002811.SZ,郑中设计,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002620.SZ,瑞和股份,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002789.SZ,建艺集团,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,600209.SH,*ST罗顿,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,300621.SZ,维业股份,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002856.SZ,美芝股份,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002504.SZ,ST弘高,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002781.SZ,奇信股份,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,002830.SZ,名雕股份,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,620201,605287.SH,德才股份,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
A股,421001,601111.SH,中国国航,交通运输,航空机场,航空运输
A股,421001,600029.SH,南方航空,交通运输,航空机场,航空运输
A股,421001,600115.SH,中国东航,交通运输,航空机场,航空运输
A股,421001,601021.SH,春秋航空,交通运输,航空机场,航空运输
A股,421001,600221.SH,*ST海航,交通运输,航空机场,航空运输
A股,421001,603885.SH,吉祥航空,交通运输,航空机场,航空运输
A股,421001,002928.SZ,华夏航空,交通运输,航空机场,航空运输
A股,421001,000099.SZ,中信海直,交通运输,航空机场,航空运输
A股,421002,600009.SH,上海机场,交通运输,航空机场,机场
A股,421002,600004.SH,白云机场,交通运输,航空机场,机场
A股,421002,000089.SZ,深圳机场,交通运输,航空机场,机场
A股,421002,600897.SH,厦门空港,交通运输,航空机场,机场
A股,420101,600018.SH,上港集团,交通运输,航运港口,港口
A股,420101,601018.SH,宁波港,交通运输,航运港口,港口
A股,420101,601298.SH,青岛港,交通运输,航运港口,港口
A股,420101,601880.SH,辽港股份,交通运输,航运港口,港口
A股,420101,001872.SZ,招商港口,交通运输,航运港口,港口
A股,420101,601228.SH,广州港,交通运输,航运港口,港口
A股,420101,601000.SH,唐山港,交通运输,航运港口,港口
A股,420101,601326.SH,秦港股份,交通运输,航运港口,港口
A股,420101,000582.SZ,北部湾港,交通运输,航运港口,港口
A股,420101,600717.SH,天津港,交通运输,航运港口,港口
A股,420101,600017.SH,日照港,交通运输,航运港口,港口
A股,420101,600190.SH,锦州港,交通运输,航运港口,港口
A股,420101,000507.SZ,珠海港,交通运输,航运港口,港口
A股,420101,600279.SH,重庆港九,交通运输,航运港口,港口
A股,420101,000905.SZ,厦门港务,交通运输,航运港口,港口
A股,420101,601008.SH,连云港,交通运输,航运港口,港口
A股,420101,002040.SZ,南京港,交通运输,航运港口,港口
A股,421101,601919.SH,中远海控,交通运输,航运港口,航运
A股,421101,601866.SH,中远海发,交通运输,航运港口,航运
A股,421101,601872.SH,招商轮船,交通运输,航运港口,航运
A股,421101,600026.SH,中远海能,交通运输,航运港口,航运
A股,421101,603565.SH,中谷物流,交通运输,航运港口,航运
A股,421101,002320.SZ,海峡股份,交通运输,航运港口,航运
A股,421101,601975.SH,招商南油,交通运输,航运港口,航运
A股,421101,600428.SH,中远海特,交通运输,航运港口,航运
A股,421101,600798.SH,宁波海运,交通运输,航运港口,航运
A股,421101,603167.SH,渤海轮渡,交通运输,航运港口,航运
A股,421101,000520.SZ,长航凤凰,交通运输,航运港口,航运
A股,421101,001205.SZ,盛航股份,交通运输,航运港口,航运
A股,420901,600377.SH,宁沪高速,交通运输,铁路公路,高速公路
A股,420901,001965.SZ,招商公路,交通运输,铁路公路,高速公路
A股,420901,600350.SH,山东高速,交通运输,铁路公路,高速公路
A股,420901,600548.SH,深高速,交通运输,铁路公路,高速公路
A股,420901,000429.SZ,粤高速A,交通运输,铁路公路,高速公路
A股,420901,000088.SZ,盐田港,交通运输,铁路公路,高速公路
A股,420901,600012.SH,皖通高速,交通运输,铁路公路,高速公路
A股,420901,000828.SZ,东莞控股,交通运输,铁路公路,高速公路
A股,420901,601107.SH,四川成渝,交通运输,铁路公路,高速公路
A股,420901,600269.SH,赣粤高速,交通运输,铁路公路,高速公路
A股,420901,600020.SH,中原高速,交通运输,铁路公路,高速公路
A股,420901,600033.SH,福建高速,交通运输,铁路公路,高速公路
A股,420901,000900.SZ,现代投资,交通运输,铁路公路,高速公路
A股,420901,000885.SZ,城发环境,交通运输,铁路公路,高速公路
A股,420901,600035.SH,楚天高速,交通运输,铁路公路,高速公路
A股,420901,000886.SZ,海南高速,交通运输,铁路公路,高速公路
A股,420901,600368.SH,五洲交通,交通运输,铁路公路,高速公路
A股,420901,601188.SH,龙江交通,交通运输,铁路公路,高速公路
A股,420901,600106.SH,重庆路桥,交通运输,铁路公路,高速公路
A股,420901,601518.SH,吉林高速,交通运输,铁路公路,高速公路
A股,420901,000548.SZ,湖南投资,交通运输,铁路公路,高速公路
A股,420901,000755.SZ,山西路桥,交通运输,铁路公路,高速公路
A股,420902,600662.SH,强生控股,交通运输,铁路公路,公交
A股,420902,600611.SH,大众交通,交通运输,铁路公路,公交
A股,420902,600650.SH,锦江在线,交通运输,铁路公路,公交
A股,420902,603069.SH,海汽集团,交通运输,铁路公路,公交
A股,420902,600834.SH,申通地铁,交通运输,铁路公路,公交
A股,420902,002627.SZ,宜昌交运,交通运输,铁路公路,公交
A股,420902,603032.SH,*ST德新,交通运输,铁路公路,公交
A股,420902,002357.SZ,富临运业,交通运输,铁路公路,公交
A股,420902,600561.SH,江西长运,交通运输,铁路公路,公交
A股,420903,601816.SH,京沪高铁,交通运输,铁路公路,铁路运输
A股,420903,601006.SH,大秦铁路,交通运输,铁路公路,铁路运输
A股,420903,601333.SH,广深铁路,交通运输,铁路公路,铁路运输
A股,420903,600575.SH,淮河能源,交通运输,铁路公路,铁路运输
A股,420903,600125.SH,铁龙物流,交通运输,铁路公路,铁路运输
A股,420903,000557.SZ,西部创业,交通运输,铁路公路,铁路运输
A股,420806,603713.SH,密尔克卫,交通运输,物流,仓储物流
A股,420806,600787.SH,中储股份,交通运输,物流,仓储物流
A股,420806,002930.SZ,宏川智慧,交通运输,物流,仓储物流
A股,420806,600794.SH,保税科技,交通运输,物流,仓储物流
A股,420806,002492.SZ,恒基达鑫,交通运输,物流,仓储物流
A股,420807,002010.SZ,传化智联,交通运输,物流,公路货运
A股,420807,600179.SH,安通控股,交通运输,物流,公路货运
A股,420807,603056.SH,德邦股份,交通运输,物流,公路货运
A股,420807,603223.SH,恒通股份,交通运输,物流,公路货运
A股,420807,603569.SH,长久物流,交通运输,物流,公路货运
A股,420807,002682.SZ,龙洲股份,交通运输,物流,公路货运
A股,420807,002800.SZ,天顺股份,交通运输,物流,公路货运
A股,420807,603813.SH,原尚股份,交通运输,物流,公路货运
A股,420805,601598.SH,中国外运,交通运输,物流,跨境物流
A股,420805,603128.SH,华贸物流,交通运输,物流,跨境物流
A股,420805,603871.SH,嘉友国际,交通运输,物流,跨境物流
A股,420805,603535.SH,嘉诚国际,交通运输,物流,跨境物流
A股,420805,603967.SH,中创物流,交通运输,物流,跨境物流
A股,420805,600119.SH,长江投资,交通运输,物流,跨境物流
A股,420805,603117.SH,万林物流,交通运输,物流,跨境物流
A股,420805,603836.SH,海程邦达,交通运输,物流,跨境物流
A股,420805,601156.SH,东航物流,交通运输,物流,跨境物流
A股,420804,002352.SZ,顺丰控股,交通运输,物流,快递
A股,420804,002120.SZ,韵达股份,交通运输,物流,快递
A股,420804,600233.SH,圆通速递,交通运输,物流,快递
A股,420804,002468.SZ,申通快递,交通运输,物流,快递
A股,420804,603066.SH,音飞储存,交通运输,物流,快递
A股,420802,600704.SH,物产中大,交通运输,物流,原材料供应链服务
A股,420802,600153.SH,建发股份,交通运输,物流,原材料供应链服务
A股,420802,600057.SH,厦门象屿,交通运输,物流,原材料供应链服务
A股,420802,601028.SH,玉龙股份,交通运输,物流,原材料供应链服务
A股,420802,600755.SH,厦门国贸,交通运输,物流,原材料供应链服务
A股,420802,000626.SZ,远大控股,交通运输,物流,原材料供应链服务
A股,420802,002210.SZ,*ST飞马,交通运输,物流,原材料供应链服务
A股,420802,000906.SZ,浙商中拓,交通运输,物流,原材料供应链服务
A股,420802,600180.SH,瑞茂通,交通运输,物流,原材料供应链服务
A股,420802,605050.SH,福然德,交通运输,物流,原材料供应链服务
A股,420802,600753.SH,东方银星,交通运输,物流,原材料供应链服务
A股,420802,603329.SH,上海雅仕,交通运输,物流,原材料供应链服务
A股,420802,002711.SZ,欧浦退(退市),交通运输,物流,原材料供应链服务
A股,420802,001202.SZ,炬申股份,交通运输,物流,原材料供应链服务
A股,420803,002183.SZ,怡亚通,交通运输,物流,中间产品及消费品供应链服务
A股,420803,300873.SZ,海晨股份,交通运输,物流,中间产品及消费品供应链服务
A股,420803,002889.SZ,东方嘉盛,交通运输,物流,中间产品及消费品供应链服务
A股,420803,300350.SZ,华鹏飞,交通运输,物流,中间产品及消费品供应链服务
A股,420803,603648.SH,畅联股份,交通运输,物流,中间产品及消费品供应链服务
A股,420803,300013.SZ,新宁物流,交通运输,物流,中间产品及消费品供应链服务
A股,420803,002769.SZ,普路通,交通运输,物流,中间产品及消费品供应链服务
A股,420803,300240.SZ,飞力达,交通运输,物流,中间产品及消费品供应链服务
A股,740201,000723.SZ,美锦能源,煤炭,焦炭Ⅱ,焦炭Ⅲ
A股,740201,603113.SH,金能科技,煤炭,焦炭Ⅱ,焦炭Ⅲ
A股,740201,601015.SH,陕西黑猫,煤炭,焦炭Ⅱ,焦炭Ⅲ
A股,740201,600740.SH,山西焦化,煤炭,焦炭Ⅱ,焦炭Ⅲ
A股,740201,600997.SH,开滦股份,煤炭,焦炭Ⅱ,焦炭Ⅲ
A股,740201,601011.SH,宝泰隆,煤炭,焦炭Ⅱ,焦炭Ⅲ
A股,740201,600792.SH,云煤能源,煤炭,焦炭Ⅱ,焦炭Ⅲ
A股,740201,600408.SH,ST安泰,煤炭,焦炭Ⅱ,焦炭Ⅲ
A股,740201,600725.SH,云维股份,煤炭,焦炭Ⅱ,焦炭Ⅲ
A股,740101,601088.SH,中国神华,煤炭,煤炭开采,动力煤
A股,740101,601225.SH,陕西煤业,煤炭,煤炭开采,动力煤
A股,740101,601898.SH,中煤能源,煤炭,煤炭开采,动力煤
A股,740101,600188.SH,兖州煤业,煤炭,煤炭开采,动力煤
A股,740101,002128.SZ,露天煤业,煤炭,煤炭开采,动力煤
A股,740101,600546.SH,山煤国际,煤炭,煤炭开采,动力煤
A股,740101,601001.SH,晋控煤业,煤炭,煤炭开采,动力煤
A股,740101,601918.SH,新集能源,煤炭,煤炭开采,动力煤
A股,740101,600532.SH,未来股份,煤炭,煤炭开采,动力煤
A股,740101,600403.SH,ST大有,煤炭,煤炭开采,动力煤
A股,740101,600971.SH,恒源煤电,煤炭,煤炭开采,动力煤
A股,740101,000552.SZ,靖远煤电,煤炭,煤炭开采,动力煤
A股,740101,600121.SH,郑州煤电,煤炭,煤炭开采,动力煤
A股,740101,601101.SH,昊华能源,煤炭,煤炭开采,动力煤
A股,740101,000780.SZ,ST平能,煤炭,煤炭开采,动力煤
A股,740101,600397.SH,安源煤业,煤炭,煤炭开采,动力煤
A股,740101,000571.SZ,ST大洲,煤炭,煤炭开采,动力煤
A股,740101,000611.SZ,*ST天首,煤炭,煤炭开采,动力煤
A股,740102,600157.SH,永泰能源,煤炭,煤炭开采,焦煤
A股,740102,601699.SH,潞安环能,煤炭,煤炭开采,焦煤
A股,740102,000983.SZ,山西焦煤,煤炭,煤炭开采,焦煤
A股,740102,600985.SH,淮北矿业,煤炭,煤炭开采,焦煤
A股,740102,601666.SH,平煤股份,煤炭,煤炭开采,焦煤
A股,740102,000937.SZ,冀中能源,煤炭,煤炭开采,焦煤
A股,740102,600348.SH,华阳股份,煤炭,煤炭开采,焦煤
A股,740102,600395.SH,盘江股份,煤炭,煤炭开采,焦煤
A股,740102,600123.SH,兰花科创,煤炭,煤炭开采,焦煤
A股,740102,600508.SH,上海能源,煤炭,煤炭开采,焦煤
A股,740102,600758.SH,辽宁能源,煤炭,煤炭开采,焦煤
A股,770101,300888.SZ,稳健医疗,美容护理,个护用品,生活用纸
A股,770101,002511.SZ,中顺洁柔,美容护理,个护用品,生活用纸
A股,770101,605009.SH,豪悦护理,美容护理,个护用品,生活用纸
A股,770101,003006.SZ,百亚股份,美容护理,个护用品,生活用纸
A股,770101,300658.SZ,延江股份,美容护理,个护用品,生活用纸
A股,770101,603238.SH,诺邦股份,美容护理,个护用品,生活用纸
A股,770101,001206.SZ,依依股份,美容护理,个护用品,生活用纸
A股,770101,301009.SZ,可靠股份,美容护理,个护用品,生活用纸
A股,770102,002919.SZ,名臣健康,美容护理,个护用品,洗护用品
A股,770102,600249.SH,两面针,美容护理,个护用品,洗护用品
A股,770102,603059.SH,倍加洁,美容护理,个护用品,洗护用品
A股,770102,000523.SZ,*ST浪奇,美容护理,个护用品,洗护用品
A股,770201,300132.SZ,青松股份,美容护理,化妆品,化妆品制造及其他
A股,770201,002243.SZ,力合科创,美容护理,化妆品,化妆品制造及其他
A股,770201,300856.SZ,科思股份,美容护理,化妆品,化妆品制造及其他
A股,770201,300955.SZ,嘉亨家化,美容护理,化妆品,化妆品制造及其他
A股,770201,300886.SZ,华业香料,美容护理,化妆品,化妆品制造及其他
A股,770201,002094.SZ,青岛金王,美容护理,化妆品,化妆品制造及其他
A股,770201,300849.SZ,锦盛新材,美容护理,化妆品,化妆品制造及其他
A股,770202,300957.sz,贝泰妮,美容护理,化妆品,品牌化妆品
A股,770202,600315.SH,上海家化,美容护理,化妆品,品牌化妆品
A股,770202,603605.SH,珀莱雅,美容护理,化妆品,品牌化妆品
A股,770202,603983.SH,丸美股份,美容护理,化妆品,品牌化妆品
A股,770202,300740.SZ,水羊股份,美容护理,化妆品,品牌化妆品
A股,770202,603630.SH,拉芳家化,美容护理,化妆品,品牌化妆品
A股,770302,000615.SZ,奥园美谷,美容护理,医疗美容,医美服务
A股,770301,300896.SZ,爱美客,美容护理,医疗美容,医美耗材
A股,770301,688363.SH,华熙生物,美容护理,医疗美容,医美耗材
A股,110801,600201.SH,生物股份,农林牧渔,动物保健Ⅱ,动物保健Ⅲ
A股,110801,688526.SH,科前生物,农林牧渔,动物保健Ⅱ,动物保健Ⅲ
A股,110801,300119.SZ,瑞普生物,农林牧渔,动物保健Ⅱ,动物保健Ⅲ
A股,110801,600195.SH,中牧股份,农林牧渔,动物保健Ⅱ,动物保健Ⅲ
A股,110801,603718.SH,海利生物,农林牧渔,动物保健Ⅱ,动物保健Ⅲ
A股,110801,603566.SH,普莱柯,农林牧渔,动物保健Ⅱ,动物保健Ⅲ
A股,110801,300871.SZ,回盛生物,农林牧渔,动物保健Ⅱ,动物保健Ⅲ
A股,110801,688098.SH,申联生物,农林牧渔,动物保健Ⅱ,动物保健Ⅲ
A股,110801,603739.SH,蔚蓝生物,农林牧渔,动物保健Ⅱ,动物保健Ⅲ
A股,110801,002688.SZ,金河生物,农林牧渔,动物保健Ⅱ,动物保健Ⅲ
A股,110801,002868.SZ,绿康生化,农林牧渔,动物保健Ⅱ,动物保健Ⅲ
A股,110301,000592.SZ,平潭发展,农林牧渔,林业Ⅱ,林业Ⅲ
A股,110301,002679.SZ,福建金森,农林牧渔,林业Ⅱ,林业Ⅲ
A股,110301,600265.SH,*ST景谷,农林牧渔,林业Ⅱ,林业Ⅲ
A股,110501,605198.SH,德利股份,农林牧渔,农产品加工,果蔬加工
A股,110501,600251.SH,冠农股份,农林牧渔,农产品加工,果蔬加工
A股,110501,300175.SZ,朗源股份,农林牧渔,农产品加工,果蔬加工
A股,110501,600962.SH,国投中鲁,农林牧渔,农产品加工,果蔬加工
A股,110501,000972.SZ,*ST中基,农林牧渔,农产品加工,果蔬加工
A股,110502,300999.SZ,金龙鱼,农林牧渔,农产品加工,粮油加工
A股,110502,000019.SZ,深粮控股,农林牧渔,农产品加工,粮油加工
A股,110502,600127.SH,金健米业,农林牧渔,农产品加工,粮油加工
A股,110502,000639.SZ,西王食品,农林牧渔,农产品加工,粮油加工
A股,110502,000505.SZ,京粮控股,农林牧渔,农产品加工,粮油加工
A股,110502,002852.SZ,道道全,农林牧渔,农产品加工,粮油加工
A股,110504,600737.SH,中粮糖业,农林牧渔,农产品加工,其他农产品加工
A股,110504,000930.SZ,中粮科技,农林牧渔,农产品加工,其他农产品加工
A股,110504,002481.SZ,双塔食品,农林牧渔,农产品加工,其他农产品加工
A股,110504,300138.SZ,晨光生物,农林牧渔,农产品加工,其他农产品加工
A股,110504,002661.SZ,克明食品,农林牧渔,农产品加工,其他农产品加工
A股,110504,002286.SZ,保龄宝,农林牧渔,农产品加工,其他农产品加工
A股,110504,003030.SZ,祖名股份,农林牧渔,农产品加工,其他农产品加工
A股,110504,000911.SZ,南宁糖业,农林牧渔,农产品加工,其他农产品加工
A股,110504,300268.SZ,佳沃食品,农林牧渔,农产品加工,其他农产品加工
A股,110504,600191.SH,*ST华资,农林牧渔,农产品加工,其他农产品加工
A股,110901,002556.SZ,辉隆股份,农林牧渔,农业综合Ⅱ,农业综合Ⅲ
A股,110901,300021.SZ,大禹节水,农林牧渔,农业综合Ⅱ,农业综合Ⅲ
A股,110404,002891.SZ,中宠股份,农林牧渔,饲料,宠物食品
A股,110404,300673.SZ,佩蒂股份,农林牧渔,饲料,宠物食品
A股,110402,002385.SZ,大北农,农林牧渔,饲料,畜禽饲料
A股,110402,002100.SZ,天康生物,农林牧渔,饲料,畜禽饲料
A股,110402,603609.SH,禾丰股份,农林牧渔,饲料,畜禽饲料
A股,110402,002567.SZ,唐人神,农林牧渔,饲料,畜禽饲料
A股,110402,603363.SH,傲农生物,农林牧渔,饲料,畜禽饲料
A股,110402,002548.SZ,金新农,农林牧渔,饲料,畜禽饲料
A股,110402,000702.SZ,正虹科技,农林牧渔,饲料,畜禽饲料
A股,110403,002311.SZ,海大集团,农林牧渔,饲料,水产饲料
A股,110403,603668.SH,天马科技,农林牧渔,饲料,水产饲料
A股,110704,002505.SZ,鹏都农牧,农林牧渔,养殖业,其他养殖
A股,110704,600965.SH,福成股份,农林牧渔,养殖业,其他养殖
A股,110704,300313.SZ,ST天山,农林牧渔,养殖业,其他养殖
A股,110704,002321.SZ,*ST华英,农林牧渔,养殖业,其他养殖
A股,110703,002299.SZ,圣农发展,农林牧渔,养殖业,肉鸡养殖
A股,110703,300761.SZ,立华股份,农林牧渔,养殖业,肉鸡养殖
A股,110703,002458.SZ,益生股份,农林牧渔,养殖业,肉鸡养殖
A股,110703,002746.SZ,仙坛股份,农林牧渔,养殖业,肉鸡养殖
A股,110703,002234.SZ,民和股份,农林牧渔,养殖业,肉鸡养殖
A股,110703,002982.SZ,湘佳股份,农林牧渔,养殖业,肉鸡养殖
A股,110703,300967.SZ,晓鸣股份,农林牧渔,养殖业,肉鸡养殖
A股,110702,002714.SZ,牧原股份,农林牧渔,养殖业,生猪养殖
A股,110702,300498.SZ,温氏股份,农林牧渔,养殖业,生猪养殖
A股,110702,000876.SZ,新希望,农林牧渔,养殖业,生猪养殖
A股,110702,002157.SZ,正邦科技,农林牧渔,养殖业,生猪养殖
A股,110702,002124.SZ,天邦股份,农林牧渔,养殖业,生猪养殖
A股,110702,000735.SZ,罗牛山,农林牧渔,养殖业,生猪养殖
A股,110702,600975.SH,新五丰,农林牧渔,养殖业,生猪养殖
A股,110702,001201.SZ,东瑞股份,农林牧渔,养殖业,生猪养殖
A股,110702,605296.SH,神农集团,农林牧渔,养殖业,生猪养殖
A股,110201,000798.SZ,中水渔业,农林牧渔,渔业,海洋捕捞
A股,110201,600097.SH,开创国际,农林牧渔,渔业,海洋捕捞
A股,110202,600467.SH,好当家,农林牧渔,渔业,水产养殖
A股,110202,300094.SZ,国联水产,农林牧渔,渔业,水产养殖
A股,110202,600257.SH,大湖股份,农林牧渔,渔业,水产养殖
A股,110202,002069.SZ,獐子岛,农林牧渔,渔业,水产养殖
A股,110202,002696.SZ,百洋股份,农林牧渔,渔业,水产养殖
A股,110202,600275.SH,*ST昌鱼,农林牧渔,渔业,水产养殖
A股,110202,002086.SZ,*ST东洋,农林牧渔,渔业,水产养殖
A股,110102,600598.SH,北大荒,农林牧渔,种植业,粮食种植
A股,110102,601952.SH,苏垦农发,农林牧渔,种植业,粮食种植
A股,110103,601118.SH,海南橡胶,农林牧渔,种植业,其他种植业
A股,110103,600108.SH,亚盛集团,农林牧渔,种植业,其他种植业
A股,110103,603336.SH,宏辉果蔬,农林牧渔,种植业,其他种植业
A股,110103,600359.SH,新农开发,农林牧渔,种植业,其他种植业
A股,110103,600540.SH,新赛股份,农林牧渔,种植业,其他种植业
A股,110103,600506.SH,*ST香梨,农林牧渔,种植业,其他种植业
A股,110104,300511.SZ,雪榕生物,农林牧渔,种植业,食用菌
A股,110104,002772.SZ,众兴菌业,农林牧渔,种植业,食用菌
A股,110104,300970.SZ,华绿生物,农林牧渔,种植业,食用菌
A股,110104,300972.SZ,万辰生物,农林牧渔,种植业,食用菌
A股,110101,000998.SZ,隆平高科,农林牧渔,种植业,种子
A股,110101,002041.SZ,登海种业,农林牧渔,种植业,种子
A股,110101,300087.SZ,荃银高科,农林牧渔,种植业,种子
A股,110101,000713.SZ,丰乐种业,农林牧渔,种植业,种子
A股,110101,600313.SH,农发种业,农林牧渔,种植业,种子
A股,110101,300189.SZ,神农科技,农林牧渔,种植业,种子
A股,110101,600371.SH,万向德农,农林牧渔,种植业,种子
A股,110101,600354.SH,敦煌种业,农林牧渔,种植业,种子
A股,280501,002594.SZ,比亚迪,汽车,乘用车,电动乘用车
A股,280502,601633.SH,长城汽车,汽车,乘用车,综合乘用车
A股,280502,600104.SH,上汽集团,汽车,乘用车,综合乘用车
A股,280502,000625.SZ,长安汽车,汽车,乘用车,综合乘用车
A股,280502,601238.SH,广汽集团,汽车,乘用车,综合乘用车
A股,280502,601127.SH,小康股份,汽车,乘用车,综合乘用车
A股,280502,600733.SH,北汽蓝谷,汽车,乘用车,综合乘用车
A股,280502,000927.SZ,中国铁物,汽车,乘用车,综合乘用车
A股,280502,000572.SZ,海马汽车,汽车,乘用车,综合乘用车
A股,280402,601777.SH,力帆科技,汽车,摩托车及其他,摩托车
A股,280402,603129.SH,春风动力,汽车,摩托车及其他,摩托车
A股,280402,000913.SZ,钱江摩托,汽车,摩托车及其他,摩托车
A股,280402,603766.SH,隆鑫通用,汽车,摩托车及其他,摩托车
A股,280402,603776.SH,永安行,汽车,摩托车及其他,摩托车
A股,280402,603787.SH,新日股份,汽车,摩托车及其他,摩托车
A股,280402,600818.SH,中路股份,汽车,摩托车及其他,摩托车
A股,280402,003033.SZ,征和工业,汽车,摩托车及其他,摩托车
A股,280401,689009.SH,九号公司-WD,汽车,摩托车及其他,其他运输设备
A股,280401,600679.SH,上海凤凰,汽车,摩托车及其他,其他运输设备
A股,280401,002105.SZ,信隆健康,汽车,摩托车及其他,其他运输设备
A股,280401,000017.SZ,深中华A,汽车,摩托车及其他,其他运输设备
A股,280401,600099.SH,林海股份,汽车,摩托车及其他,其他运输设备
A股,280401,603529.SH,爱玛科技,汽车,摩托车及其他,其他运输设备
A股,280302,600297.SH,广汇汽车,汽车,汽车服务,汽车经销商
A股,280302,601258.SH,庞大集团,汽车,汽车服务,汽车经销商
A股,280302,600335.SH,国机汽车,汽车,汽车服务,汽车经销商
A股,280302,000025.SZ,特力A,汽车,汽车服务,汽车经销商
A股,280302,600822.SH,上海物贸,汽车,汽车服务,汽车经销商
A股,280302,600327.SH,大东方,汽车,汽车服务,汽车经销商
A股,280302,600653.SH,申华控股,汽车,汽车服务,汽车经销商
A股,280302,000996.SZ,中国中期,汽车,汽车服务,汽车经销商
A股,280302,600386.SH,北巴传媒,汽车,汽车服务,汽车经销商
A股,280303,601965.SH,中国汽研,汽车,汽车服务,汽车综合服务
A股,280303,300825.SZ,阿尔特,汽车,汽车服务,汽车综合服务
A股,280303,000757.SZ,浩物股份,汽车,汽车服务,汽车综合服务
A股,280303,605151.SH,西上海,汽车,汽车服务,汽车综合服务
A股,280303,002684.SZ,*ST猛狮,汽车,汽车服务,汽车综合服务
A股,280202,600660.SH,福耀玻璃,汽车,汽车零部件,车身附件及饰件
A股,280202,600741.SH,华域汽车,汽车,汽车零部件,车身附件及饰件
A股,280202,603730.SH,岱美股份,汽车,汽车零部件,车身附件及饰件
A股,280202,002048.SZ,宁波华翔,汽车,汽车零部件,车身附件及饰件
A股,280202,603997.SH,继峰股份,汽车,汽车零部件,车身附件及饰件
A股,280202,002537.SZ,海联金汇,汽车,汽车零部件,车身附件及饰件
A股,280202,603306.SH,华懋科技,汽车,汽车零部件,车身附件及饰件
A股,280202,600742.SH,一汽富维,汽车,汽车零部件,车身附件及饰件
A股,280202,600609.SH,金杯汽车,汽车,汽车零部件,车身附件及饰件
A股,280202,605068.SH,明新旭腾,汽车,汽车零部件,车身附件及饰件
